NOG00001	10358733	13379699
NOG00002	10359556	13380427
NOG00003	10359258	13380169
NOG00004	10359818	13380677
NOG00005	10359485	13380380
NOG00006	10357912	13378973
NOG00007	10358655	13379626
NOG00008	10358230	13379262
NOG00009	10358705	13379672
NOG00010	10358797	13379761
NOG00011	10359110	13380027
NOG00012	10358697	13379666
NOG00013	10358217	13379251
NOG00014	10359832	13380690
NOG00015	10359765	13380621
NOG00016	10358142	13379181
NOG00017	10358212	13379246
NOG00018	10359488	13380383
NOG00019	10359399	13380298
NOG00020	10358849	13379813
NOG00021	10357903	13378964
NOG00022	10359951	13380812
NOG00023	10359376	13380275
NOG00024	10359296	13380214
NOG00025	10358683	13379652
NOG00026	10359276	13380190
NOG00027	10359921	13380783
NOG00028	10357986	13379052
NOG00029	10359377	13380276
NOG00030	10359700	13380559
NOG00031	10359525	13380403
NOG00032	10358929	13379872
NOG00033	10358852	13379816
NOG00034	10359798	13380655
NOG00035	10359489	13380384
NOG00036	10358863	13379827
NOG00037	10359952	13380813
NOG00038	10358916	13379859
NOG00039	10359487	13380382
NOG00040	10359065	13379996
NOG00041	10358928	13379871
NOG00042	10359722	13380580
NOG00043	10359319	13380235
NOG00044	10358866	13379830
NOG00045	10358741	13379707
NOG00046	10359727	13380585
NOG00047	10357977	13379043
NOG00048	10358479	13379465
NOG00049	10358426	13379418
NOG00050	10358508	13379490
NOG00051	10358855	13379821
NOG00052	10358805	13379766
NOG00053	10359589	13380457
NOG00054	10359703	13380561
NOG00055	10358996	13379934
NOG00056	10359716	13380574
NOG00057	10359263	13380175
NOG00058	10359402	13380301
NOG00059	10358443	13379431
NOG00060	10358931	13379873
NOG00061	10359810	13380669
NOG00062	10359335	13380247
NOG00063	10358560	13379536
NOG00064	10359080	10359427	13380325
NOG00065	10359410	13380309
NOG00066	10358191	13379227
NOG00067	10359175	13380089
NOG00068	10358675	13379643
NOG00069	10359127	13380044
NOG00070	10359151	13380066
NOG00071	10358785	13379749
NOG00072	10359928	13380790
NOG00073	10358256	13379286
NOG00074	10359173	13380087
NOG00075	10359831	13380689
NOG00076	10358027	13379078
NOG00077	10358462	13379450
NOG00078	10357864	13378934
NOG00079	10358362	13379360
NOG00080	10359124	13380041
NOG00081	10359762	13380618
NOG00082	10358322	13379337
NOG00083	10358095	13379142
NOG00084	10359036	13379971
NOG00085	10359029	13379964
NOG00086	10357878	13378947
NOG00087	10359341	13380251
NOG00088	10358791	13379755
NOG00089	10359248	13380160
NOG00090	10359386	13380285
NOG00091	10359854	13380717
NOG00092	10359720	13380578
NOG00093	10358289	13379310
NOG00094	10359907	13380769
NOG00095	10359186	13380099
NOG00096	10359272	13380185
NOG00097	10358313	13379328
NOG00098	10357876	13378945
NOG00099	10359222	13380137
NOG00100	10358186	13379222
NOG00101	10359484	13380379
NOG00102	10359285	13380199
NOG00103	10359930	13380792
NOG00104	10358585	13379563
NOG00105	10358110	13379157
NOG00106	10359309	13380225
NOG00107	10357999	13379055
NOG00108	10358847	13379811
NOG00109	10359824	13380682
NOG00110	10358557	13379533
NOG00111	10358878	13379841
NOG00112	10359906	13380768
NOG00113	10358235	13379267
NOG00114	10359120	13380037
NOG00115	10359761	13380617
NOG00116	10358776	13379741
NOG00117	10358519	13379501
NOG00118	10359123	13380040
NOG00119	10359609	13380475
NOG00120	10357880	13378949
NOG00121	10358382	13379377
NOG00122	10358306	13379324
NOG00123	10359007	13379944
NOG00124	10359797	13380654
NOG00125	10359618	13380484
NOG00126	10358621	13379593
NOG00127	10357997	13379054
NOG00128	10358743	13379709
NOG00129	10359517	13380396
NOG00130	10359770	13380626
NOG00131	10358133	13379173
NOG00132	10358208	13379242
NOG00133	10359866	13380728
NOG00134	10359109	13380025
NOG00135	10359148	13380063
NOG00136	10358990	13379927
NOG00137	10358405	13379398
NOG00138	10359623	13380489
NOG00139	10359404	13380303
NOG00140	10358933	13379875
NOG00141	10359216	13380130
NOG00142	10358150	13379188
NOG00143	10357921	13378982
NOG00144	10357893	13378960
NOG00145	10359268	13380181
NOG00146	10359874	13380734
NOG00147	10358727	13379694
NOG00148	10357839	13378910
NOG00149	10357963	13379029
NOG00150	10359450	13380346
NOG00151	10358551	13379528
NOG00152	10359043	13379977
NOG00153	10357855	13378925
NOG00154	10359220	13380134
NOG00155	10358381	13379376
NOG00156	10358181	13379218
NOG00157	10358266	13379297
NOG00158	10357924	13378983
NOG00159	10359391	13380290
NOG00160	10359822	13380680
NOG00161	10358455	13379444
NOG00162	10357950	13379020
NOG00163	10359356	10359714	13380572
NOG00164	10359327	13380240
NOG00165	10358021	13379073
NOG00166	10358304	13379322
NOG00167	10359201	13380115
NOG00168	10358799	13379762
NOG00169	10359012	13379949
NOG00170	10359363	13380263
NOG00171	10359149	13380064
NOG00172	10359365	13380265
NOG00173	10359827	13380685
NOG00174	10357851	13378920
NOG00175	10358653	13379625
NOG00176	10358725	13379692
NOG00177	10358130	13379170
NOG00178	10359868	13380730
NOG00179	10359143	13380058
NOG00180	10358141	13379180
NOG00181	10359893	13380755
NOG00182	10359079	10359426	13380324
NOG00183	10357874	13378943
NOG00184	10358059	13379107
NOG00185	10358720	13379687
NOG00186	10359142	13380057
NOG00187	10357978	13379044
NOG00188	10358981	13379918
NOG00189	10358355	13379353
NOG00190	10359292	13380210
NOG00191	10359544	13380416
NOG00192	10359688	13380548
NOG00193	10358237	13379269
NOG00194	10359312	13380228
NOG00195	10358957	13379896
NOG00196	10358222	13379255
NOG00197	10358395	13379389
NOG00198	10359751	13380607
NOG00199	10359839	13380698
NOG00200	10357913	13378974
NOG00201	10359278	13380192
NOG00202	10359115	13380032
NOG00203	10359520	13380399
NOG00204	10359942	13380804
NOG00205	10358286	13379307
NOG00206	10358740	13379706
NOG00207	10359875	13380735
NOG00208	10359395	13380294
NOG00209	10359933	13380795
NOG00210	10359372	13380272
NOG00211	10358153	13379191
NOG00212	10357970	13379037
NOG00213	10359157	13380071
NOG00214	10359633	13380499
NOG00215	10359281	13380195
NOG00216	10358325	13379339
NOG00217	10359449	13380345
NOG00218	10359606	13380472
NOG00219	10358634	13379606
NOG00220	10357979	13379045
NOG00221	10358139	13379178
NOG00222	10359416	13380001
